,epsilon,shokri_mi_adv,precision,attack_adv,tpr,fpr,run,dimension
209,0.5,0.057837991204426176,0.5396825396825397,0.057837991204426176,[0.         0.38490566 1.        ],[0.         0.32706767 1.        ],9,4
210,1.0,-0.1037877713150801,0.4406779661016949,-0.1037877713150801,[0.         0.39245283 1.        ],[0.        0.4962406 1.       ],0,4
211,1.0,0.09615548304724075,0.5444839857651246,0.09615548304724075,[0.         0.57735849 1.        ],[0.         0.48120301 1.        ],1,4
212,1.0,0.03584905660377358,0.5163636363636364,0.03584905660377358,[0.         0.53584906 1.        ],[0.  0.5 1. ],2,4
213,1.0,-0.051312242871329294,0.465,-0.051312242871329294,[0.        0.3509434 1.       ],[0.         0.40225564 1.        ],3,4
214,1.0,0.13372109519080722,0.5655430711610487,0.13372109519080722,[0.         0.56981132 1.        ],[0.         0.43609023 1.        ],4,4
215,1.0,0.024230387288977195,0.5130434782608696,0.024230387288977195,[0.         0.44528302 1.        ],[0.         0.42105263 1.        ],5,4
216,1.0,0.04321180309263728,0.5219123505976095,0.04321180309263728,[0.         0.49433962 1.        ],[0.         0.45112782 1.        ],6,4
217,1.0,-0.02093914030358912,0.48717948717948717,-0.02093914030358912,[0.         0.43018868 1.        ],[0.         0.45112782 1.        ],7,4
218,1.0,0.035522769187118775,0.519650655021834,0.035522769187118775,[0.        0.4490566 1.       ],[0.         0.41353383 1.        ],8,4
219,1.0,0.02469853879982975,0.5101351351351351,0.02469853879982975,[0.         0.56981132 1.        ],[0.         0.54511278 1.        ],9,4
220,1.5,0.11127819548872181,0.5501730103806228,0.11127819548872181,[0.  0.6 1. ],[0.        0.4887218 1.       ],0,4
221,1.5,0.032231522201730756,0.5135135135135135,0.032231522201730756,[0.         0.57358491 1.        ],[0.         0.54135338 1.        ],1,4
222,1.5,0.07355653284153779,0.5338078291814946,0.07355653284153779,[0.         0.56603774 1.        ],[0.        0.4924812 1.       ],2,4
223,1.5,0.042928074904241775,0.5260663507109005,0.042928074904241775,[0.         0.41886792 1.        ],[0.         0.37593985 1.        ],3,4
224,1.5,0.1301461200170237,0.5578231292517006,0.1301461200170237,[0.         0.61886792 1.        ],[0.        0.4887218 1.       ],4,4
225,1.5,0.00919279330401479,0.5042735042735043,0.00919279330401479,[0.         0.44528302 1.        ],[0.         0.43609023 1.        ],5,4
226,1.5,0.09975883103986383,0.5503875968992248,0.09975883103986383,[0.         0.53584906 1.        ],[0.         0.43609023 1.        ],6,4
227,1.5,-0.01313661512271247,0.49264705882352944,-0.01313661512271247,[0.         0.50566038 1.        ],[0.         0.51879699 1.        ],7,4
228,1.5,0.0018867924528301883,0.5,0.0018867924528301883,[0.         0.50188679 1.        ],[0.  0.5 1. ],8,4
229,1.5,0.09214072918144417,0.5487804878048781,0.09214072918144417,[0.         0.50943396 1.        ],[0.         0.41729323 1.        ],9,4
230,2.0,0.1265002127961412,0.5530546623794212,0.1265002127961412,[0.        0.6490566 1.       ],[0.         0.52255639 1.        ],0,4
231,2.0,0.07717406724358067,0.5384615384615384,0.07717406724358067,[0.         0.52830189 1.        ],[0.         0.45112782 1.        ],1,4
232,2.0,0.050985955454674436,0.5228070175438596,0.050985955454674436,[0.         0.56226415 1.        ],[0.        0.5112782 1.       ],2,4
233,2.0,0.07359909206979709,0.5331010452961672,0.07359909206979709,[0.         0.57735849 1.        ],[0.        0.5037594 1.       ],3,4
234,2.0,0.005788055043268514,0.5017543859649123,0.005788055043268514,[0.         0.53962264 1.        ],[0.         0.53383459 1.        ],4,4
235,2.0,0.05075897290395803,0.525691699604743,0.05075897290395803,[0.         0.50188679 1.        ],[0.         0.45112782 1.        ],5,4
236,2.0,0.054518371400198606,0.5277777777777778,0.054518371400198606,[0.         0.50188679 1.        ],[0.         0.44736842 1.        ],6,4
237,2.0,0.04353809050929203,0.5185185185185185,0.04353809050929203,[0.         0.58113208 1.        ],[0.         0.53759398 1.        ],7,4
238,2.0,0.11903816144133916,0.5482866043613707,0.11903816144133916,[0.         0.66415094 1.        ],[0.         0.54511278 1.        ],8,4
239,2.0,0.016966945666051947,0.5074626865671642,0.016966945666051947,[0.         0.51320755 1.        ],[0.        0.4962406 1.       ],9,4
240,2.5,0.0736842105263158,0.5317725752508361,0.0736842105263158,[0.  0.6 1. ],[0.         0.52631579 1.        ],0,4
241,2.5,-0.028358632430131925,0.484,-0.028358632430131925,[0.         0.45660377 1.        ],[0.         0.48496241 1.        ],1,4
242,2.5,0.09974464463044402,0.55078125,0.09974464463044402,[0.         0.53207547 1.        ],[0.         0.43233083 1.        ],2,4
243,2.5,0.08867924528301885,0.5397923875432526,0.08867924528301885,[0.         0.58867925 1.        ],[0.  0.5 1. ],3,4
244,2.5,0.020797276209391424,0.5090252707581228,0.020797276209391424,[0.         0.53207547 1.        ],[0.        0.5112782 1.       ],4,4
245,2.5,0.024599233933891296,0.5106382978723404,0.024599233933891296,[0.         0.54339623 1.        ],[0.         0.51879699 1.        ],5,4
246,2.5,0.04735423464321176,0.5197368421052632,0.04735423464321176,[0.         0.59622642 1.        ],[0.         0.54887218 1.        ],6,4
247,2.5,0.05431976166832175,0.53125,0.05431976166832175,[0.        0.4490566 1.       ],[0.         0.39473684 1.        ],7,4
248,2.5,-0.028401191658391223,0.48360655737704916,-0.028401191658391223,[0.         0.44528302 1.        ],[0.         0.47368421 1.        ],8,4
249,2.5,0.08503333806213642,0.5359477124183006,0.08503333806213642,[0.         0.61886792 1.        ],[0.         0.53383459 1.        ],9,4
250,3.0,0.02048517520215637,0.5107296137339056,0.02048517520215637,[0.        0.4490566 1.       ],[0.         0.42857143 1.        ],0,4
251,3.0,0.0810327706057597,0.5384615384615384,0.0810327706057597,[0.         0.55471698 1.        ],[0.         0.47368421 1.        ],1,4
252,3.0,0.03589161583203293,0.5160142348754448,0.03589161583203293,[0.         0.54716981 1.        ],[0.        0.5112782 1.       ],2,4
253,3.0,0.08083416087388284,0.5428571428571428,0.08083416087388284,[0.         0.50188679 1.        ],[0.         0.42105263 1.        ],3,4
254,3.0,0.058249397077599685,0.5303643724696356,0.058249397077599685,[0.         0.49433962 1.        ],[0.         0.43609023 1.        ],4,4
255,3.0,0.096013618953043,0.5478927203065134,0.096013618953043,[0.         0.53962264 1.        ],[0.         0.44360902 1.        ],5,4
256,3.0,0.047084692864236055,0.5225563909774437,0.047084692864236055,[0.        0.5245283 1.       ],[0.         0.47744361 1.        ],6,4
257,3.0,-0.04715562491133496,0.4745098039215686,-0.04715562491133496,[0.         0.45660377 1.        ],[0.        0.5037594 1.       ],7,4
258,3.0,0.06612285430557518,0.5288135593220339,0.06612285430557518,[0.         0.58867925 1.        ],[0.         0.52255639 1.        ],8,4
259,3.0,0.06942828770038306,0.5391304347826087,0.06942828770038306,[0.         0.46792453 1.        ],[0.         0.39849624 1.        ],9,4
260,3.5,0.03965101432827345,0.5178571428571429,0.03965101432827345,[0.         0.54716981 1.        ],[0.        0.5075188 1.       ],0,4
261,3.5,0.13010356078876434,0.5590277777777778,0.13010356078876434,[0.         0.60754717 1.        ],[0.         0.47744361 1.        ],1,4
262,3.5,0.06217903248687756,0.5296296296296297,0.06217903248687756,[0.         0.53962264 1.        ],[0.         0.47744361 1.        ],2,4
263,3.5,0.08819690736274649,0.5520361990950227,0.08819690736274649,[0.         0.46037736 1.        ],[0.         0.37218045 1.        ],3,4
264,3.5,0.039494963824656004,0.5193798449612403,0.039494963824656004,[0.         0.50566038 1.        ],[0.         0.46616541 1.        ],4,4
265,3.5,0.024613420343311043,0.5105633802816901,0.024613420343311043,[0.         0.54716981 1.        ],[0.         0.52255639 1.        ],5,4
266,3.5,0.06598099021137749,0.5309090909090909,0.06598099021137749,[0.        0.5509434 1.       ],[0.         0.48496241 1.        ],6,4
267,3.5,0.03950915023407575,0.5192307692307693,0.03950915023407575,[0.         0.50943396 1.        ],[0.         0.46992481 1.        ],7,4
268,3.5,0.10371683926798125,0.5473684210526316,0.10371683926798125,[0.         0.58867925 1.        ],[0.         0.48496241 1.        ],8,4
269,3.5,0.05097176904525458,0.5229681978798587,0.05097176904525458,[0.         0.55849057 1.        ],[0.        0.5075188 1.       ],9,4
270,5.0,0.05085827776989643,0.5243445692883895,0.05085827776989643,[0.         0.52830189 1.        ],[0.         0.47744361 1.        ],0,4
271,5.0,0.06974038870761812,0.5328467153284672,0.06974038870761812,[0.        0.5509434 1.       ],[0.         0.48120301 1.        ],1,4
272,5.0,0.028287700383033076,0.5129151291512916,0.028287700383033076,[0.        0.5245283 1.       ],[0.        0.4962406 1.       ],2,4
273,5.0,0.11127819548872181,0.5501730103806228,0.11127819548872181,[0.  0.6 1. ],[0.        0.4887218 1.       ],3,4
274,5.0,0.017037877713150795,0.5071942446043165,0.017037877713150795,[0.         0.53207547 1.        ],[0.         0.51503759 1.        ],4,4
275,5.0,0.03620371683926793,0.5138461538461538,0.03620371683926793,[0.         0.63018868 1.        ],[0.         0.59398496 1.        ],5,4
276,5.0,0.15278762945098595,0.5666666666666667,0.15278762945098595,[0.         0.64150943 1.        ],[0.        0.4887218 1.       ],6,4
277,5.0,0.0889771598808341,0.5347432024169184,0.0889771598808341,[0.         0.66792453 1.        ],[0.         0.57894737 1.        ],7,4
278,5.0,0.005405021988934611,0.5021645021645021,0.005405021988934611,[0.         0.43773585 1.        ],[0.         0.43233083 1.        ],8,4
279,5.0,0.05108526032061278,0.5217391304347826,0.05108526032061278,[0.         0.58867925 1.        ],[0.         0.53759398 1.        ],9,4
280,7.0,0.14153780678110361,0.5602605863192183,0.14153780678110361,[0.        0.6490566 1.       ],[0.        0.5075188 1.       ],0,4
281,7.0,0.10367428003972196,0.5483870967741935,0.10367428003972196,[0.         0.57735849 1.        ],[0.         0.47368421 1.        ],1,4
282,7.0,0.028301886792452824,0.5128205128205128,0.028301886792452824,[0.         0.52830189 1.        ],[0.  0.5 1. ],2,4
283,7.0,-0.0396368279188537,0.4782608695652174,-0.0396368279188537,[0.         0.45660377 1.        ],[0.        0.4962406 1.       ],3,4
284,7.0,-0.02096751312242867,0.48695652173913045,-0.02096751312242867,[0.         0.42264151 1.        ],[0.         0.44360902 1.        ],4,4
285,7.0,0.024542488296212195,0.5109489051094891,0.024542488296212195,[0.         0.52830189 1.        ],[0.        0.5037594 1.       ],5,4
286,7.0,0.15271669740388705,0.5689655172413793,0.15271669740388705,[0.         0.62264151 1.        ],[0.         0.46992481 1.        ],6,4
287,7.0,0.11100865370974605,0.5577689243027888,0.11100865370974605,[0.         0.52830189 1.        ],[0.         0.41729323 1.        ],7,4
288,7.0,0.03976450560363165,0.5168918918918919,0.03976450560363165,[0.         0.57735849 1.        ],[0.         0.53759398 1.        ],8,4
289,7.0,0.06602354943963684,0.5302491103202847,0.06602354943963684,[0.         0.56226415 1.        ],[0.        0.4962406 1.       ],9,4
290,9.0,0.0962547879131791,0.5423728813559322,0.0962547879131791,[0.         0.60377358 1.        ],[0.        0.5075188 1.       ],0,4
291,9.0,0.03976450560363165,0.5168918918918919,0.03976450560363165,[0.         0.57735849 1.        ],[0.         0.53759398 1.        ],1,4
292,9.0,0.06976876152645767,0.5323741007194245,0.06976876152645767,[0.         0.55849057 1.        ],[0.        0.4887218 1.       ],2,4
293,9.0,0.05097176904525458,0.5229681978798587,0.05097176904525458,[0.         0.55849057 1.        ],[0.        0.5075188 1.       ],3,4
294,9.0,0.16393814725492978,0.5770609318996416,0.16393814725492978,[0.         0.60754717 1.        ],[0.         0.44360902 1.        ],4,4
295,9.0,0.09235352532274083,0.5434782608695652,0.09235352532274083,[0.         0.56603774 1.        ],[0.         0.47368421 1.        ],5,4
296,9.0,0.05820683784934033,0.5311203319502075,0.05820683784934033,[0.         0.48301887 1.        ],[0.         0.42481203 1.        ],6,4
297,9.0,0.039494963824656004,0.5193798449612403,0.039494963824656004,[0.         0.50566038 1.        ],[0.         0.46616541 1.        ],7,4
298,9.0,0.16409419775854728,0.5714285714285714,0.16409419775854728,[0.        0.6490566 1.       ],[0.         0.48496241 1.        ],8,4
299,9.0,0.11465456093062848,0.5641025641025641,0.11465456093062848,[0.         0.49811321 1.        ],[0.         0.38345865 1.        ],9,4
300,0.5,0.06200879557384026,0.532520325203252,0.06200879557384026,[0.         0.49433962 1.        ],[0.         0.43233083 1.        ],0,5
301,0.5,0.031578947368421095,0.5196078431372549,0.031578947368421095,[0.  0.4 1. ],[0.         0.36842105 1.        ],1,5
302,0.5,0.0052773443041566614,0.5023474178403756,0.0052773443041566614,[0.         0.40377358 1.        ],[0.         0.39849624 1.        ],2,5
303,0.5,0.1374804936870478,0.5676691729323309,0.1374804936870478,[0.         0.56981132 1.        ],[0.         0.43233083 1.        ],3,5
304,0.5,-0.020726344162292576,0.48863636363636365,-0.020726344162292576,[0.         0.48679245 1.        ],[0.        0.5075188 1.       ],4,5
305,0.5,0.06944247410980281,0.5387931034482759,0.06944247410980281,[0.         0.47169811 1.        ],[0.         0.40225564 1.        ],5,5
306,0.5,0.08456518655128387,0.5458333333333333,0.08456518655128387,[0.         0.49433962 1.        ],[0.         0.40977444 1.        ],6,5
307,0.5,0.035678819690736274,0.5179282868525896,0.035678819690736274,[0.         0.49056604 1.        ],[0.         0.45488722 1.        ],7,5
308,0.5,0.08862249964533975,0.5409252669039146,0.08862249964533975,[0.         0.57358491 1.        ],[0.         0.48496241 1.        ],8,5
309,0.5,0.06554121151936448,0.539906103286385,0.06554121151936448,[0.         0.43396226 1.        ],[0.         0.36842105 1.        ],9,5
310,1.0,0.07359909206979709,0.5331010452961672,0.07359909206979709,[0.         0.57735849 1.        ],[0.        0.5037594 1.       ],0,5
311,1.0,0.0319052347850759,0.516,0.0319052347850759,[0.         0.48679245 1.        ],[0.         0.45488722 1.        ],1,5
312,1.0,0.08121719392821669,0.5351170568561873,0.08121719392821669,[0.         0.60377358 1.        ],[0.         0.52255639 1.        ],2,5
313,1.0,0.009263725351113639,0.5040983606557377,0.009263725351113639,[0.         0.46415094 1.        ],[0.         0.45488722 1.        ],3,5
314,1.0,0.09984394949638248,0.5481481481481482,0.09984394949638248,[0.         0.55849057 1.        ],[0.         0.45864662 1.        ],4,5
315,1.0,0.035579514824797875,0.5189873417721519,0.035579514824797875,[0.         0.46415094 1.        ],[0.         0.42857143 1.        ],5,5
316,1.0,0.07687615264576536,0.5458715596330275,0.07687615264576536,[0.        0.4490566 1.       ],[0.         0.37218045 1.        ],6,5
317,1.0,-0.043311107958575734,0.4774436090225564,-0.043311107958575734,[0.         0.47924528 1.        ],[0.         0.52255639 1.        ],7,5
318,1.0,0.08439494963824656,0.5509259259259259,0.08439494963824656,[0.        0.4490566 1.       ],[0.         0.36466165 1.        ],8,5
319,1.0,0.0018867924528301883,0.5,0.0018867924528301883,[0.         0.50188679 1.        ],[0.  0.5 1. ],9,5
320,1.5,0.02059866647751457,0.5100401606425703,0.02059866647751457,[0.         0.47924528 1.        ],[0.         0.45864662 1.        ],0,5
321,1.5,0.11903816144133916,0.5482866043613707,0.11903816144133916,[0.         0.66415094 1.        ],[0.         0.54511278 1.        ],1,5
322,1.5,0.06609448148673569,0.5292096219931272,0.06609448148673569,[0.         0.58113208 1.        ],[0.         0.51503759 1.        ],2,5
323,1.5,-0.013448716129947469,0.49122807017543857,-0.013448716129947469,[0.         0.42264151 1.        ],[0.         0.43609023 1.        ],3,5
324,1.5,0.005646190949070817,0.5018867924528302,0.005646190949070817,[0.         0.50188679 1.        ],[0.        0.4962406 1.       ],4,5
325,1.5,0.0318484891473968,0.5165289256198347,0.0318484891473968,[0.         0.47169811 1.        ],[0.         0.43984962 1.        ],5,5
326,1.5,-0.006043410412824468,0.49523809523809526,-0.006043410412824468,[0.         0.39245283 1.        ],[0.         0.39849624 1.        ],6,5
327,1.5,0.016981132075471694,0.5074074074074074,0.016981132075471694,[0.         0.51698113 1.        ],[0.  0.5 1. ],7,5
328,1.5,0.058377074762377634,0.5283018867924528,0.058377074762377634,[0.         0.52830189 1.        ],[0.         0.46992481 1.        ],8,5
329,1.5,-0.028230954745353976,0.48507462686567165,-0.028230954745353976,[0.         0.49056604 1.        ],[0.         0.51879699 1.        ],9,5
330,2.0,0.0736842105263158,0.5317725752508361,0.0736842105263158,[0.  0.6 1. ],[0.         0.52631579 1.        ],0,5
331,2.0,0.05832032912469853,0.5291828793774319,0.05832032912469853,[0.         0.51320755 1.        ],[0.         0.45488722 1.        ],1,5
332,2.0,0.06206554121151936,0.531496062992126,0.06206554121151936,[0.         0.50943396 1.        ],[0.         0.44736842 1.        ],2,5
333,2.0,0.10001418640941973,0.54421768707483,0.10001418640941973,[0.         0.60377358 1.        ],[0.        0.5037594 1.       ],3,5
334,2.0,-0.009490707901830042,0.49411764705882355,-0.009490707901830042,[0.        0.4754717 1.       ],[0.         0.48496241 1.        ],4,5
335,2.0,0.0961696694566605,0.5441696113074205,0.0961696694566605,[0.         0.58113208 1.        ],[0.         0.48496241 1.        ],5,5
336,2.0,0.035919988650872425,0.5157894736842106,0.035919988650872425,[0.         0.55471698 1.        ],[0.         0.51879699 1.        ],6,5
337,2.0,0.08117463469995745,0.5358361774744027,0.08117463469995745,[0.         0.59245283 1.        ],[0.        0.5112782 1.       ],7,5
338,2.0,0.06948503333806216,0.5378151260504201,0.06948503333806216,[0.         0.48301887 1.        ],[0.         0.41353383 1.        ],8,5
339,2.0,0.07720244006242022,0.5378787878787878,0.07720244006242022,[0.         0.53584906 1.        ],[0.         0.45864662 1.        ],9,5
340,2.5,0.09236771173216057,0.5431654676258992,0.09236771173216057,[0.         0.56981132 1.        ],[0.         0.47744361 1.        ],0,5
341,2.5,0.02844375088665052,0.5119453924914675,0.02844375088665052,[0.         0.56603774 1.        ],[0.         0.53759398 1.        ],1,5
342,2.5,0.020584480068094768,0.5101214574898786,0.020584480068094768,[0.        0.4754717 1.       ],[0.         0.45488722 1.        ],2,5
343,2.5,0.1110370265285856,0.5568627450980392,0.1110370265285856,[0.         0.53584906 1.        ],[0.         0.42481203 1.        ],3,5
344,2.5,0.10702227266278908,0.5636363636363636,0.10702227266278908,[0.         0.46792453 1.        ],[0.         0.36090226 1.        ],4,5
345,2.5,0.05457511703787771,0.5269230769230769,0.05457511703787771,[0.         0.51698113 1.        ],[0.         0.46240602 1.        ],5,5
346,2.5,0.1107674847496099,0.5668202764976958,0.1107674847496099,[0.         0.46415094 1.        ],[0.         0.35338346 1.        ],6,5
347,2.5,0.05067385444743938,0.5269709543568465,0.05067385444743938,[0.         0.47924528 1.        ],[0.         0.42857143 1.        ],7,5
348,2.5,0.09226840686622217,0.5454545454545454,0.09226840686622217,[0.         0.54339623 1.        ],[0.         0.45112782 1.        ],8,5
349,2.5,0.09558802667044974,0.5621890547263682,0.09558802667044974,[0.         0.42641509 1.        ],[0.         0.33082707 1.        ],9,5
350,3.0,0.016966945666051947,0.5074626865671642,0.016966945666051947,[0.         0.51320755 1.        ],[0.        0.4962406 1.       ],0,5
351,3.0,0.02415945524187829,0.5136363636363637,0.02415945524187829,[0.         0.42641509 1.        ],[0.         0.40225564 1.        ],1,5
352,3.0,0.05829195630585898,0.5296442687747036,0.05829195630585898,[0.         0.50566038 1.        ],[0.         0.44736842 1.        ],2,5
353,3.0,0.12224428997020853,0.5661157024793388,0.12224428997020853,[0.         0.51698113 1.        ],[0.         0.39473684 1.        ],3,5
354,3.0,0.1337636544190665,0.5641025641025641,0.1337636544190665,[0.         0.58113208 1.        ],[0.         0.44736842 1.        ],4,5
355,3.0,-0.028358632430131925,0.484,-0.028358632430131925,[0.         0.45660377 1.        ],[0.         0.48496241 1.        ],5,5
356,3.0,0.05447581217193931,0.5284552845528455,0.05447581217193931,[0.         0.49056604 1.        ],[0.         0.43609023 1.        ],6,5
357,3.0,0.111264009079302,0.5505226480836237,0.111264009079302,[0.         0.59622642 1.        ],[0.         0.48496241 1.        ],7,5
358,3.0,0.08080578805504329,0.5435684647302904,0.08080578805504329,[0.         0.49433962 1.        ],[0.         0.41353383 1.        ],8,5
359,3.0,0.039367286139878,0.5208333333333334,0.039367286139878,[0.         0.47169811 1.        ],[0.         0.43233083 1.        ],9,5
360,3.5,0.07752872747907502,0.532258064516129,0.07752872747907502,[0.         0.62264151 1.        ],[0.         0.54511278 1.        ],0,5
361,3.5,0.08477798269258052,0.5407407407407407,0.08477798269258052,[0.        0.5509434 1.       ],[0.         0.46616541 1.        ],1,5
362,3.5,0.04315505745495818,0.522633744855967,0.04315505745495818,[0.         0.47924528 1.        ],[0.         0.43609023 1.        ],2,5
363,3.5,0.047169811320754707,0.5215827338129496,0.047169811320754707,[0.         0.54716981 1.        ],[0.  0.5 1. ],3,5
364,3.5,0.05853312526599519,0.5261324041811847,0.05853312526599519,[0.         0.56981132 1.        ],[0.        0.5112782 1.       ],4,5
365,3.5,0.0888636686054759,0.5365079365079365,0.0888636686054759,[0.         0.63773585 1.        ],[0.         0.54887218 1.        ],5,5
366,3.5,0.0393814725492978,0.5206611570247934,0.0393814725492978,[0.        0.4754717 1.       ],[0.         0.43609023 1.        ],6,5
367,3.5,0.0393105405021989,0.521551724137931,0.0393105405021989,[0.         0.45660377 1.        ],[0.         0.41729323 1.        ],7,5
368,3.5,0.10002837281883947,0.543918918918919,0.10002837281883947,[0.         0.60754717 1.        ],[0.        0.5075188 1.       ],8,5
369,3.5,0.08493403319619797,0.5376712328767124,0.08493403319619797,[0.         0.59245283 1.        ],[0.        0.5075188 1.       ],9,5
370,5.0,0.039367286139878,0.5208333333333334,0.039367286139878,[0.         0.47169811 1.        ],[0.         0.43233083 1.        ],0,5
371,5.0,0.12223010356078878,0.5666666666666667,0.12223010356078878,[0.         0.51320755 1.        ],[0.         0.39097744 1.        ],1,5
372,5.0,0.058348701943538084,0.5287356321839081,0.058348701943538084,[0.         0.52075472 1.        ],[0.         0.46240602 1.        ],2,5
373,5.0,0.11479642502482623,0.5590551181102362,0.11479642502482623,[0.         0.53584906 1.        ],[0.         0.42105263 1.        ],3,5
374,5.0,-0.0021421478223861423,0.4978165938864629,-0.0021421478223861423,[0.         0.43018868 1.        ],[0.         0.43233083 1.        ],4,5
375,5.0,0.08448006809476521,0.5482456140350878,0.08448006809476521,[0.         0.47169811 1.        ],[0.         0.38721805 1.        ],5,5
376,5.0,0.07304582210242588,0.5454545454545454,0.07304582210242588,[0.         0.43018868 1.        ],[0.         0.35714286 1.        ],6,5
377,5.0,0.05094339622641508,0.5232974910394266,0.05094339622641508,[0.        0.5509434 1.       ],[0.  0.5 1. ],7,5
378,5.0,0.013235919988650813,0.5054945054945055,0.013235919988650813,[0.         0.52075472 1.        ],[0.        0.5075188 1.       ],8,5
379,5.0,0.10348985671726485,0.5533596837944664,0.10348985671726485,[0.         0.52830189 1.        ],[0.         0.42481203 1.        ],9,5
380,7.0,0.05067385444743938,0.5269709543568465,0.05067385444743938,[0.         0.47924528 1.        ],[0.         0.42857143 1.        ],0,5
381,7.0,0.15643353667186832,0.5724381625441696,0.15643353667186832,[0.         0.61132075 1.        ],[0.         0.45488722 1.        ],1,5
382,7.0,0.09615548304724075,0.5444839857651246,0.09615548304724075,[0.         0.57735849 1.        ],[0.         0.48120301 1.        ],2,5
383,7.0,0.05468860831323591,0.5253623188405797,0.05468860831323591,[0.         0.54716981 1.        ],[0.        0.4924812 1.       ],3,5
384,7.0,0.04350971769045253,0.5187713310580204,0.04350971769045253,[0.         0.57358491 1.        ],[0.         0.53007519 1.        ],4,5
385,7.0,0.013235919988650813,0.5054945054945055,0.013235919988650813,[0.         0.52075472 1.        ],[0.        0.5075188 1.       ],5,5
386,7.0,0.07694708469286426,0.543859649122807,0.07694708469286426,[0.         0.46792453 1.        ],[0.         0.39097744 1.        ],6,5
387,7.0,0.10367428003972196,0.5483870967741935,0.10367428003972196,[0.         0.57735849 1.        ],[0.         0.47368421 1.        ],7,5
388,7.0,0.12976308696268973,0.5708333333333333,0.12976308696268973,[0.         0.51698113 1.        ],[0.         0.38721805 1.        ],8,5
389,7.0,0.06240601503759391,0.5264900662251656,0.06240601503759391,[0.  0.6 1. ],[0.         0.53759398 1.        ],9,5
390,9.0,0.07710313519648176,0.54,0.07710313519648176,[0.         0.50943396 1.        ],[0.         0.43233083 1.        ],0,5
391,9.0,0.14098453681373246,0.5807860262008734,0.14098453681373246,[0.         0.50188679 1.        ],[0.         0.36090226 1.        ],1,5
392,9.0,0.103418924670166,0.5555555555555556,0.103418924670166,[0.         0.50943396 1.        ],[0.         0.40601504 1.        ],2,5
393,9.0,0.05078734572279758,0.5252918287937743,0.05078734572279758,[0.         0.50943396 1.        ],[0.         0.45864662 1.        ],3,5
394,9.0,0.0020428429564477435,0.5,0.0020428429564477435,[0.         0.54339623 1.        ],[0.         0.54135338 1.        ],4,5
395,9.0,0.09958859412682652,0.5555555555555556,0.09958859412682652,[0.         0.49056604 1.        ],[0.         0.39097744 1.        ],5,5
396,9.0,0.07723081288125977,0.5373134328358209,0.07723081288125977,[0.         0.54339623 1.        ],[0.         0.46616541 1.        ],6,5
397,9.0,0.05458930344729751,0.5267175572519084,0.05458930344729751,[0.         0.52075472 1.        ],[0.         0.46616541 1.        ],7,5
398,9.0,0.05507164136756981,0.5212121212121212,0.05507164136756981,[0.        0.6490566 1.       ],[0.         0.59398496 1.        ],8,5
399,9.0,0.02093914030358912,0.5084175084175084,0.02093914030358912,[0.         0.56981132 1.        ],[0.         0.54887218 1.        ],9,5
400,0.5,0.11085260320612855,0.5633187772925764,0.11085260320612855,[0.         0.48679245 1.        ],[0.         0.37593985 1.        ],0,6
401,0.5,-0.04387856433536674,0.46774193548387094,-0.04387856433536674,[0.         0.32830189 1.        ],[0.         0.37218045 1.        ],1,6
402,0.5,0.05097176904525458,0.5229681978798587,0.05097176904525458,[0.         0.55849057 1.        ],[0.        0.5075188 1.       ],2,6
403,0.5,0.09564477230812884,0.5598086124401914,0.09564477230812884,[0.         0.44150943 1.        ],[0.         0.34586466 1.        ],3,6
404,0.5,0.0018726060434104408,0.5,0.0018726060434104408,[0.         0.49811321 1.        ],[0.        0.4962406 1.       ],4,6
405,0.5,0.09984394949638248,0.5481481481481482,0.09984394949638248,[0.         0.55849057 1.        ],[0.         0.45864662 1.        ],5,6
406,0.5,0.12981983260036883,0.5685483870967742,0.12981983260036883,[0.         0.53207547 1.        ],[0.         0.40225564 1.        ],6,6
407,0.5,0.12566321464037455,0.5854922279792746,0.12566321464037455,[0.         0.42641509 1.        ],[0.         0.30075188 1.        ],7,6
408,0.5,0.05044687189672298,0.5311004784688995,0.05044687189672298,[0.         0.41886792 1.        ],[0.         0.36842105 1.        ],8,6
409,0.5,0.08388423889913463,0.5763888888888888,0.08388423889913463,[0.         0.31320755 1.        ],[0.         0.22932331 1.        ],9,6
410,1.0,0.08077741523620374,0.5443037974683544,0.08077741523620374,[0.         0.48679245 1.        ],[0.         0.40601504 1.        ],0,6
411,1.0,0.005546886083132363,0.50199203187251,0.005546886083132363,[0.        0.4754717 1.       ],[0.         0.46992481 1.        ],1,6
412,1.0,0.005702936586749918,0.5018315018315018,0.005702936586749918,[0.         0.51698113 1.        ],[0.        0.5112782 1.       ],2,6
413,1.0,0.04336785359625478,0.5201465201465202,0.04336785359625478,[0.         0.53584906 1.        ],[0.        0.4924812 1.       ],3,6
414,1.0,-0.005603631720811464,0.4963235294117647,-0.005603631720811464,[0.         0.50943396 1.        ],[0.         0.51503759 1.        ],4,6
415,1.0,0.1184990778833877,0.563265306122449,0.1184990778833877,[0.         0.52075472 1.        ],[0.         0.40225564 1.        ],5,6
416,1.0,0.08453681373244432,0.5466101694915254,0.08453681373244432,[0.         0.48679245 1.        ],[0.         0.40225564 1.        ],6,6
417,1.0,-0.05088665058873598,0.47307692307692306,-0.05088665058873598,[0.         0.46415094 1.        ],[0.         0.51503759 1.        ],7,6
