age,fnlwgt,capital-gain,class
36,31438,0, <=50K
46,148254,0, <=50K
69,113035,0, <=50K
69,106595,1848, <=50K
28,144521,0, <=50K
20,172232,0, <=50K
54,123592,3887, <=50K
25,191921,0, <=50K
64,237379,3471, <=50K
17,208463,0, <=50K
53,68985,0, <=50K
50,22418,0, <=50K
57,163047,0, <=50K
51,153870,0, <=50K
20,124954,0, <=50K
47,197702,0, <=50K
25,166415,0, <=50K
50,116211,0, >50K
20,33644,0, <=50K
43,33331,0, >50K
46,73019,0, <=50K
54,169182,0, <=50K
53,20438,0, <=50K
21,109869,0, <=50K
58,316849,0, <=50K
30,208043,0, >50K
61,153790,0, <=50K
56,153451,0, <=50K
59,96840,0, <=50K
72,192732,0, <=50K
33,209101,0, <=50K
46,146919,0, >50K
46,192323,0, >50K
48,217019,0, <=50K
33,198211,0, <=50K
21,222490,0, <=50K
27,106758,0, <=50K
31,561334,0, <=50K
28,203710,0, <=50K
45,203322,0, <=50K
51,123703,4386, >50K
46,312015,0, <=50K
25,209428,0, <=50K
61,230292,7688, >50K
17,114420,0, <=50K
26,120238,3325, <=50K
35,100375,0, <=50K
33,42485,0, <=50K
37,130620,0, <=50K
39,134367,0, <=50K
42,147099,0, <=50K
35,36214,4386, >50K
45,119904,0, >50K
47,105779,0, >50K
64,165020,0, <=50K
39,187098,15024, >50K
43,142030,0, <=50K
34,241360,0, <=50K
62,121319,3103, >50K
53,151580,15024, >50K
31,162572,0, <=50K
26,35917,0, <=50K
56,35723,0, >50K
43,194773,0, <=50K
33,62155,0, <=50K
45,192203,0, >50K
46,174370,0, <=50K
26,161007,0, <=50K
24,270517,0, <=50K
43,163847,0, >50K
40,193882,0, <=50K
61,160037,0, <=50K
34,189944,0, <=50K
85,115364,0, <=50K
41,163174,0, <=50K
31,188900,3325, <=50K
22,214399,0, <=50K
60,156616,0, <=50K
29,204862,0, <=50K
34,55921,0, <=50K
35,172475,2977, <=50K
24,153082,0, <=50K
45,195418,0, <=50K
21,276840,0, <=50K
30,97933,0, >50K
50,119099,0, >50K
41,83411,0, >50K
21,198992,0, <=50K
45,337825,0, <=50K
34,192002,0, >50K
28,189346,0, <=50K
19,231962,0, <=50K
26,164488,13550, >50K
48,200471,0, >50K
69,228921,0, >50K
41,184846,0, <=50K
43,233851,0, <=50K
28,499001,0, <=50K
65,125768,0, <=50K
31,255004,0, <=50K
28,157624,0, <=50K
51,146767,0, >50K
45,118291,0, <=50K
43,313181,0, <=50K
31,87891,0, <=50K
31,226443,0, >50K
45,81132,0, <=50K
20,216436,0, <=50K
25,213412,0, <=50K
36,179358,0, <=50K
31,369825,4101, <=50K
56,199763,0, <=50K
26,239390,0, <=50K
47,173613,0, <=50K
40,37869,0, <=50K
32,302845,0, <=50K
34,85218,0, <=50K
37,48268,0, <=50K
38,173968,0, <=50K
19,70982,0, <=50K
49,166857,0, <=50K
18,256191,0, <=50K
26,162872,0, <=50K
82,152148,0, <=50K
40,139193,0, <=50K
28,791084,0, <=50K
23,137214,0, <=50K
19,183258,0, <=50K
67,154035,0, <=50K
43,115323,3103, >50K
41,213055,0, <=50K
37,155064,0, <=50K
20,33551,0, <=50K
40,169995,0, <=50K
47,168262,99999, >50K
40,104196,0, <=50K
39,114055,0, <=50K
24,274398,0, <=50K
78,27979,2228, <=50K
67,244122,0, <=50K
49,196571,0, >50K
66,101607,0, <=50K
52,122109,0, <=50K
59,255822,0, <=50K
72,195184,0, <=50K
35,245372,0, <=50K
30,169583,0, >50K
36,224531,0, <=50K
26,186151,0, <=50K
23,118693,0, <=50K
39,297449,0, >50K
40,125206,0, <=50K
29,393264,0, <=50K
38,108140,0, <=50K
63,264968,0, <=50K
58,318106,0, >50K
30,156025,0, <=50K
38,149455,0, <=50K
25,359985,0, <=50K
44,165108,0, >50K
43,115178,0, >50K
21,149224,0, <=50K
41,352056,0, <=50K
38,174717,0, >50K
75,173064,0, <=50K
29,147755,0, <=50K
52,135716,0, <=50K
47,44216,0, <=50K
28,37359,99999, >50K
24,178255,0, <=50K
30,70617,0, <=50K
30,154950,15024, >50K
40,356934,0, >50K
27,271714,0, <=50K
26,247025,0, <=50K
32,107417,0, <=50K
36,116554,0, <=50K
26,917220,0, <=50K
25,430084,0, <=50K
39,202937,0, <=50K
27,62737,0, <=50K
24,508548,0, <=50K
38,275223,7688, >50K
35,381931,0, <=50K
29,246974,0, <=50K
49,105431,0, <=50K
36,146311,0, <=50K
47,159869,0, <=50K
21,204641,0, <=50K
35,66297,0, >50K
38,227615,0, <=50K
66,107744,0, <=50K
45,360393,0, >50K
19,263340,0, <=50K
18,141918,0, <=50K
37,294292,0, <=50K
49,128736,0, <=50K
33,511289,0, >50K
27,302406,0, >50K
34,101517,0, <=50K
54,161334,0, <=50K
24,189148,0, <=50K
44,103111,0, >50K
48,51620,0, <=50K
23,31606,0, <=50K
29,34292,0, <=50K
21,107882,0, <=50K
18,39529,0, <=50K
18,135315,0, <=50K
29,107812,0, <=50K
29,229729,0, <=50K
41,111891,0, <=50K
32,340917,0, <=50K
61,202952,0, <=50K
79,333230,0, <=50K
34,114955,0, <=50K
46,159869,0, >50K
50,57758,0, >50K
29,207064,0, <=50K
23,193090,3674, <=50K
64,151364,0, <=50K
70,88638,7896, >50K
28,304960,0, <=50K
51,102828,0, <=50K
20,210029,0, <=50K
34,154246,4865, <=50K
29,142519,0, <=50K
49,104455,0, <=50K
77,192230,0, <=50K
32,292592,0, <=50K
27,330132,0, >50K
22,51111,0, <=50K
35,258037,0, >50K
42,188291,0, >50K
35,349066,0, <=50K
62,191188,0, <=50K
33,133503,2635, <=50K
45,146497,0, <=50K
19,240468,0, <=50K
38,175120,0, <=50K
26,416577,0, <=50K
29,253814,0, <=50K
33,159247,0, >50K
35,102471,0, <=50K
42,213464,0, <=50K
20,211968,0, <=50K
43,32016,0, >50K
69,512992,0, <=50K
39,135020,0, <=50K
37,109133,0, <=50K
28,142712,0, <=50K
26,76900,0, <=50K
32,112176,0, <=50K
43,262233,0, >50K
49,122066,0, <=50K
28,194690,0, <=50K
35,306678,2885, <=50K
19,217769,594, <=50K
35,308945,0, >50K
57,46699,0, <=50K
45,377757,0, <=50K
23,220993,0, <=50K
45,102147,0, <=50K
42,113770,0, <=50K
35,139012,0, <=50K
45,148900,0, >50K
28,329426,0, <=50K
64,181408,0, <=50K
44,101950,0, <=50K
59,32537,0, >50K
41,209547,0, <=50K
21,202373,0, <=50K
29,151476,2174, <=50K
51,174824,8614, >50K
22,138768,0, <=50K
49,143482,0, <=50K
53,200190,0, >50K
38,168407,5721, <=50K
23,148315,0, <=50K
20,270517,0, <=50K
40,53506,0, <=50K
25,105693,0, <=50K
27,189589,0, <=50K
20,164574,0, <=50K
37,185744,0, <=50K
40,33155,0, <=50K
28,215955,3103, >50K
38,233571,0, <=50K
42,211253,0, <=50K
32,191385,2174, <=50K
20,137895,0, <=50K
62,159699,0, <=50K
31,295922,0, <=50K
31,175856,0, <=50K
24,216129,0, <=50K
62,407669,0, <=50K
43,214242,0, >50K
21,285457,0, <=50K
30,124420,4650, <=50K
22,246386,0, <=50K
18,142751,0, <=50K
59,283635,0, <=50K
24,322931,0, >50K
49,76482,0, <=50K
19,431745,0, <=50K
48,141944,4386, >50K
32,193042,15024, >50K
33,67006,0, <=50K
23,240398,0, <=50K
33,182714,0, >50K
50,172046,0, >50K
30,185177,0, <=50K
32,102858,0, <=50K
39,84954,2829, <=50K
21,115895,0, <=50K
23,184589,0, <=50K
32,282611,0, <=50K
57,218649,0, <=50K
22,157541,0, <=50K
70,145419,0, <=50K
34,122616,0, >50K
53,204584,0, <=50K
21,117210,0, <=50K
37,69481,0, <=50K
60,148492,0, >50K
23,106957,14344, >50K
32,29312,0, >50K
57,120302,0, <=50K
65,111916,0, <=50K
25,182227,0, <=50K
30,219110,0, <=50K
31,200192,0, <=50K
19,427862,0, <=50K
23,33551,0, <=50K
44,164043,0, <=50K
43,116632,0, >50K
42,175133,0, <=50K
34,289731,0, <=50K
32,256362,0, >50K
25,282612,0, <=50K
21,73679,0, <=50K
31,237824,0, <=50K
36,357720,0, <=50K
49,155489,0, <=50K
44,138077,0, <=50K
42,183479,0, >50K
30,103596,0, <=50K
33,172304,0, <=50K
36,313853,0, >50K
17,294485,0, <=50K
20,637080,0, <=50K
32,385959,0, <=50K
33,116539,0, <=50K
37,129263,0, <=50K
60,141253,0, <=50K
35,35626,0, <=50K
43,94937,0, <=50K
46,220269,0, >50K
29,169544,5178, >50K
36,214604,0, >50K
27,81540,0, >50K
50,24013,0, >50K
22,124940,0, <=50K
33,313729,0, <=50K
61,192237,0, <=50K
28,168524,0, <=50K
41,113324,0, >50K
22,215477,0, <=50K
27,199903,0, <=50K
25,431861,0, <=50K
32,105938,0, <=50K
28,274679,0, <=50K
25,177499,0, <=50K
28,206125,0, <=50K
37,221740,0, >50K
58,202652,0, <=50K
39,348960,0, <=50K
33,171876,0, <=50K
59,157932,0, >50K
58,201344,0, <=50K
38,354739,0, >50K
34,40067,0, <=50K
31,326862,0, <=50K
48,189762,0, >50K
65,149049,0, <=50K
45,226246,0, <=50K
80,29020,10605, >50K
23,38251,0, <=50K
33,196385,0, >50K
38,217054,0, <=50K
44,104973,0, >50K
48,238959,9562, >50K
40,34218,0, <=50K
19,292962,0, <=50K
45,235924,0, <=50K
34,98656,0, <=50K
70,102610,0, <=50K
32,296466,0, <=50K
33,323069,0, <=50K
24,184756,0, <=50K
30,233993,0, <=50K
22,130724,0, <=50K
52,181855,99999, >50K
67,127543,2414, <=50K
40,187164,0, <=50K
55,113912,0, <=50K
29,216479,0, <=50K
62,135480,0, <=50K
22,204160,0, <=50K
64,114650,0, <=50K
29,240172,0, <=50K
28,184831,0, <=50K
25,124590,0, <=50K
47,120429,15024, >50K
26,202033,0, >50K
18,156874,0, <=50K
52,177727,4064, <=50K
48,334409,0, >50K
36,311255,0, <=50K
23,214227,0, <=50K
41,115849,0, <=50K
56,671292,0, >50K
53,31460,0, <=50K
26,141824,0, <=50K
22,310152,3325, <=50K
25,179953,2597, <=50K
31,137952,0, <=50K
36,103323,2829, <=50K
46,174426,0, <=50K
46,192779,0, >50K
32,169955,0, <=50K
43,48087,0, <=50K
30,132601,99999, >50K
41,253060,7688, >50K
50,108435,99999, >50K
37,210452,0, <=50K
22,134181,0, <=50K
51,45487,0, <=50K
47,183522,0, >50K
40,199303,0, <=50K
46,83064,0, <=50K
23,134997,0, <=50K
30,44419,0, <=50K
27,442612,0, >50K
31,158092,0, <=50K
31,374833,0, <=50K
30,112650,0, <=50K
50,183390,0, >50K
27,207418,0, <=50K
22,335453,0, <=50K
29,243660,0, >50K
28,54243,0, <=50K
54,50385,0, >50K
47,187581,0, >50K
34,37380,0, <=50K
26,247025,0, <=50K
53,29231,0, <=50K
23,101094,0, <=50K
42,176716,0, <=50K
36,118429,0, <=50K
52,221532,0, >50K
22,120572,0, <=50K
27,124680,0, <=50K
42,153160,0, <=50K
39,114678,5455, <=50K
49,142856,0, >50K
36,29702,7688, >50K
20,277700,0, <=50K
55,67433,0, <=50K
47,121124,0, <=50K
33,394447,0, >50K
36,79649,0, <=50K
39,203763,0, <=50K
55,229029,15024, >50K
21,494638,0, <=50K
48,162816,0, <=50K
30,109117,0, <=50K
24,32732,0, <=50K
57,217692,0, <=50K
20,34590,0, <=50K
18,276864,0, <=50K
56,168625,4101, <=50K
36,91037,0, >50K
44,171484,0, >50K
57,200453,15024, >50K
57,36990,0, <=50K
33,198211,0, <=50K
61,30475,0, >50K
39,70995,15024, >50K
28,245790,0, <=50K
31,273324,0, <=50K
60,182687,0, <=50K
36,247807,0, >50K
58,163113,0, >50K
50,180522,0, <=50K
23,203353,0, <=50K
30,87469,0, <=50K
20,216563,0, <=50K
90,87372,20051, >50K
49,173584,0, <=50K
47,80282,3137, <=50K
34,319854,0, >50K
37,408229,0, <=50K
25,431307,0, <=50K
37,134088,0, <=50K
47,246396,0, <=50K
34,159255,0, >50K
34,106014,0, <=50K
35,186934,7688, >50K
39,120130,0, <=50K
32,203849,0, <=50K
24,207940,0, <=50K
28,302406,0, <=50K
41,144594,0, <=50K
69,171050,0, <=50K
32,459007,0, <=50K
58,372181,0, >50K
47,172034,0, >50K
41,156566,4386, >50K
35,338320,0, >50K
24,353696,0, <=50K
46,342907,0, >50K
69,169717,6418, >50K
22,103762,0, <=50K
36,47570,0, <=50K
31,119432,0, >50K
23,144165,0, <=50K
35,180647,0, <=50K
37,312232,5178, >50K
35,150488,0, <=50K
18,200876,0, <=50K
43,188199,0, <=50K
53,118793,0, <=50K
54,204325,0, <=50K
29,256671,0, <=50K
46,231515,0, <=50K
24,100669,0, <=50K
30,88913,0, <=50K
23,363219,0, <=50K
27,291547,0, <=50K
36,308945,0, <=50K
38,100316,0, <=50K
33,296453,0, <=50K
66,298834,0, <=50K
45,188694,0, <=50K
68,29240,0, <=50K
37,186934,15024, >50K
17,154908,0, <=50K
31,22201,0, >50K
46,216999,0, >50K
40,186916,0, <=50K
34,116677,0, <=50K
56,95763,0, <=50K
42,266710,0, <=50K
46,117849,0, >50K
30,242460,0, <=50K
33,202729,0, >50K
47,181652,0, <=50K
57,174760,0, <=50K
34,56121,0, <=50K
40,390369,0, <=50K
33,149726,0, >50K
22,51262,0, <=50K
29,190350,0, <=50K
53,205288,7688, >50K
36,154835,0, <=50K
45,89028,10520, >50K
36,194630,0, <=50K
18,212207,0, <=50K
27,204788,0, <=50K
30,158688,0, <=50K
34,97723,0, >50K
36,193026,0, >50K
36,257250,0, <=50K
48,355978,0, <=50K
41,200574,0, >50K
21,376929,0, <=50K
47,123219,0, >50K
41,82778,0, <=50K
61,115882,0, <=50K
64,103021,0, <=50K
35,297767,0, <=50K
44,259479,0, <=50K
20,167787,0, <=50K
23,40021,0, <=50K
52,245275,0, <=50K
43,37402,0, <=50K
32,103608,0, <=50K
63,137192,0, <=50K
29,137618,0, >50K
42,96509,0, <=50K
65,196174,0, <=50K
24,172612,0, <=50K
42,141186,0, <=50K
35,228190,0, <=50K
40,190290,0, >50K
38,307404,0, <=50K
26,152436,0, <=50K
46,182541,0, <=50K
39,282153,0, <=50K
29,41281,0, <=50K
42,162003,0, >50K
36,190759,0, >50K
26,208122,0, <=50K
57,173832,0, >50K
55,129173,0, <=50K
35,287548,0, >50K
41,216116,0, <=50K
24,146706,0, <=50K
47,285200,0, <=50K
34,314375,0, >50K
44,203943,0, >50K
18,274746,0, <=50K
27,517000,0, <=50K
36,66173,0, <=50K
21,182823,0, <=50K
29,159479,0, <=50K
25,135568,0, <=50K
73,333676,0, <=50K
45,201699,0, >50K
28,96020,0, >50K
43,176138,0, <=50K
47,47496,0, <=50K
20,187158,0, <=50K
22,249727,0, <=50K
76,237624,0, <=50K
24,175254,0, <=50K
54,42924,0, <=50K
30,205950,0, >50K
33,111985,0, <=50K
30,167476,0, <=50K
40,221172,0, >50K
27,188711,0, <=50K
49,199448,0, <=50K
30,313038,0, <=50K
22,148431,0, <=50K
19,112432,0, <=50K
46,57914,0, <=50K
51,145166,0, <=50K
56,247119,0, <=50K
53,196278,0, <=50K
60,366531,0, <=50K
27,216481,0, <=50K
46,188027,0, <=50K
37,66686,0, >50K
41,74775,0, <=50K
65,325537,0, >50K
30,250499,0, >50K
57,192869,0, <=50K
44,121352,0, <=50K
32,70985,4064, <=50K
27,123116,0, <=50K
57,339163,0, <=50K
59,124771,0, <=50K
32,167531,15024, >50K
90,77053,0, <=50K
22,199266,0, <=50K
39,190728,0, <=50K
43,99212,3103, >50K
38,421446,0, >50K
61,215944,0, <=50K
24,72310,0, <=50K
25,57512,0, <=50K
44,89413,0, <=50K
55,28151,0, >50K
90,46786,9386, >50K
30,226943,0, <=50K
44,182402,0, >50K
36,305352,0, <=50K
63,189253,0, >50K
60,296485,0, <=50K
34,204375,0, >50K
49,249585,0, <=50K
47,148995,0, >50K
42,168071,0, >50K
53,194995,0, <=50K
23,211049,4101, <=50K
28,196630,0, <=50K
20,50397,0, <=50K
43,177905,3908, <=50K
32,204374,0, >50K
43,60001,0, >50K
31,223046,0, <=50K
29,44921,0, <=50K
24,154571,0, <=50K
39,67136,0, <=50K
29,188675,0, >50K
20,390817,0, <=50K
23,145964,0, <=50K
42,30424,0, <=50K
53,548361,0, <=50K
20,189148,0, <=50K
58,266707,0, <=50K
51,311569,0, <=50K
25,187653,0, <=50K
38,235379,0, <=50K
41,188615,0, >50K
58,322691,0, >50K
25,184698,0, <=50K
50,144361,0, <=50K
32,130057,0, >50K
31,117963,0, <=50K
22,123876,0, <=50K
37,248445,0, <=50K
32,207172,0, <=50K
46,119904,0, >50K
62,134768,0, >50K
40,269168,0, <=50K
56,132026,7688, >50K
37,60722,0, >50K
41,648223,0, <=50K
56,298695,0, <=50K
20,219835,0, <=50K
34,313729,0, >50K
45,140644,0, >50K
30,203488,0, >50K
51,132341,0, >50K
27,161683,0, <=50K
38,312771,0, >50K
39,258102,0, <=50K
57,24127,0, <=50K
47,254367,0, >50K
77,185426,0, <=50K
43,152629,0, >50K
46,141058,0, <=50K
41,233130,0, >50K
20,406641,0, <=50K
30,119422,0, <=50K
30,255486,0, <=50K
22,161532,0, <=50K
25,75759,0, >50K
18,163332,0, <=50K
28,103802,0, <=50K
50,34832,15024, >50K
28,37933,0, <=50K
21,165107,0, <=50K
37,126011,0, <=50K
28,56651,0, <=50K
23,522881,0, <=50K
32,191777,0, <=50K
27,132686,0, <=50K
55,201112,0, <=50K
44,174283,0, >50K
25,208591,0, <=50K
29,126399,0, <=50K
50,142073,0, <=50K
18,395567,0, <=50K
74,180455,0, <=50K
22,235853,0, <=50K
27,160731,0, <=50K
27,31935,0, <=50K
41,35166,15024, >50K
24,161092,7298, >50K
23,223019,0, <=50K
34,179673,7688, >50K
46,248895,0, >50K
32,200323,0, <=50K
41,230020,0, <=50K
29,134890,0, >50K
48,162096,0, <=50K
51,103824,0, <=50K
34,61431,0, <=50K
58,197319,0, >50K
52,183618,0, <=50K
37,268598,7298, >50K
53,263729,0, <=50K
54,39493,0, <=50K
36,185360,0, <=50K
25,132661,0, <=50K
20,266400,0, <=50K
23,433669,0, <=50K
39,216473,0, >50K
20,217404,0, <=50K
28,227778,0, <=50K
73,96262,0, <=50K
67,247566,0, <=50K
56,139616,0, >50K
32,73585,0, <=50K
42,37869,0, <=50K
33,165814,0, <=50K
37,108913,0, <=50K
33,34975,0, <=50K
31,157078,0, <=50K
59,232672,0, >50K
21,294295,0, <=50K
58,130454,0, >50K
24,461678,0, <=50K
26,252284,0, <=50K
26,256737,0, <=50K
33,96480,0, <=50K
25,234263,0, <=50K
21,109952,0, <=50K
24,262570,0, <=50K
39,65716,0, >50K
68,201732,0, <=50K
66,174788,0, <=50K
38,278924,0, <=50K
41,101593,0, >50K
71,193863,0, <=50K
37,342768,0, <=50K
54,242606,4386, >50K
27,176727,0, <=50K
49,99179,0, <=50K
19,354104,0, <=50K
25,61956,0, <=50K
47,137917,0, >50K
40,224658,0, <=50K
38,51100,3325, <=50K
25,224361,0, <=50K
25,362912,0, <=50K
23,218782,0, <=50K
28,103389,0, <=50K
29,308944,0, <=50K
32,140092,0, <=50K
34,202210,0, <=50K
52,416059,0, >50K
33,281030,0, <=50K
19,169758,0, <=50K
68,193666,20051, >50K
41,139907,0, <=50K
18,119422,0, <=50K
29,149324,0, >50K
40,259307,0, >50K
51,74160,0, >50K
49,134797,0, <=50K
20,41103,0, <=50K
38,193026,0, >50K
57,303986,0, <=50K
35,126569,4064, <=50K
66,166461,0, <=50K
27,61387,0, <=50K
25,254746,0, <=50K
77,28678,9386, >50K
19,180976,0, <=50K
70,282642,0, >50K
59,136413,0, <=50K
25,131463,0, <=50K
44,177240,10520, >50K
37,218490,0, >50K
75,260543,0, <=50K
21,80680,0, <=50K
21,20728,4101, <=50K
47,117628,0, >50K
20,91939,0, <=50K
32,175931,0, <=50K
28,309566,0, <=50K
53,123703,0, <=50K
19,369678,0, <=50K
58,29928,0, <=50K
22,167868,0, <=50K
23,235894,0, <=50K
21,189888,3325, <=50K
36,111545,0, <=50K
39,175972,0, <=50K
34,254270,0, <=50K
41,185057,0, <=50K
72,157593,1455, <=50K
34,101345,0, >50K
51,176751,0, >50K
32,97723,0, <=50K
38,127601,0, >50K
37,227597,0, <=50K
21,143995,0, <=50K
21,250051,0, <=50K
26,284078,0, <=50K
34,207668,0, >50K
18,163787,0, <=50K
27,119170,0, <=50K
20,188612,0, <=50K
36,114605,0, >50K
31,317761,0, <=50K
32,164197,0, >50K
54,329266,0, >50K
34,207383,0, <=50K
46,123598,0, >50K
33,259931,0, <=50K
32,134737,99999, >50K
42,106900,0, <=50K
30,87054,0, <=50K
37,82622,0, >50K
28,181659,0, <=50K
25,321205,4101, <=50K
44,231348,0, >50K
40,276096,0, <=50K
36,290560,0, <=50K
21,307315,0, <=50K
39,99156,0, >50K
24,237928,0, <=50K
46,153501,0, <=50K
47,149700,0, >50K
47,189680,0, >50K
35,374524,0, >50K
60,127805,0, >50K
35,150217,0, <=50K
33,295649,0, <=50K
21,197182,0, <=50K
37,241998,0, >50K
48,156410,0, >50K
58,473836,0, <=50K
21,198431,0, <=50K
22,113936,0, <=50K
22,318915,0, <=50K
28,175406,0, >50K
33,193172,7688, >50K
23,320294,0, <=50K
58,400285,0, >50K
24,283731,0, <=50K
38,227154,0, <=50K
49,298659,0, <=50K
47,212120,0, >50K
50,320510,0, >50K
21,175800,0, <=50K
55,170169,0, <=50K
47,344157,0, <=50K
19,199441,0, <=50K
47,225456,0, <=50K
36,61178,0, <=50K
28,175262,0, <=50K
42,152568,0, <=50K
41,182108,27828, >50K
46,273771,99999, >50K
32,208291,0, <=50K
34,224358,0, <=50K
33,55176,0, <=50K
60,152711,0, >50K
53,68684,0, <=50K
24,185452,0, <=50K
39,175232,0, >50K
23,173851,0, <=50K
50,162327,0, >50K
36,51424,0, <=50K
19,123416,1055, <=50K
26,262656,0, <=50K
38,233194,0, >50K
41,290660,7688, >50K
22,151105,0, <=50K
38,179117,10520, >50K
72,33608,9386, >50K
39,317434,0, <=50K
35,126569,7298, >50K
38,745768,0, <=50K
19,69927,0, <=50K
26,302603,0, <=50K
52,46788,0, <=50K
41,289886,0, <=50K
45,179135,0, <=50K
58,175873,0, >50K
34,57426,0, <=50K
36,312206,0, <=50K
19,344858,0, <=50K
26,177035,0, <=50K
60,88055,0, <=50K
35,111095,0, <=50K
39,192251,0, <=50K
27,29807,0, <=50K
26,211596,0, <=50K
17,268276,0, <=50K
59,181070,0, >50K
53,20676,0, <=50K
35,115803,0, <=50K
34,124827,0, >50K
36,95336,0, >50K
36,257942,0, <=50K
21,72593,0, <=50K
29,147340,0, <=50K
35,185325,0, >50K
59,357943,0, >50K
22,215395,0, <=50K
50,30682,0, <=50K
24,29591,0, <=50K
36,215392,0, <=50K
31,110554,4386, >50K
42,133584,0, <=50K
38,210438,0, <=50K
52,256916,0, <=50K
46,73541,0, <=50K
23,109952,0, <=50K
54,197975,0, <=50K
27,401723,0, <=50K
42,179524,0, <=50K
33,296282,0, <=50K
19,145844,0, <=50K
59,191965,3908, <=50K
54,96792,0, <=50K
48,185041,0, <=50K
19,233779,0, <=50K
45,347834,0, <=50K
36,215373,0, <=50K
35,169426,0, <=50K
47,202856,0, <=50K
33,50276,0, <=50K
48,187454,0, <=50K
42,126098,0, <=50K
19,250639,0, <=50K
64,195366,0, <=50K
51,186845,0, <=50K
20,119156,0, <=50K
28,162343,0, <=50K
52,108435,0, >50K
29,394927,0, <=50K
51,172281,0, <=50K
36,370767,0, <=50K
43,352005,15024, >50K
52,165681,0, <=50K
50,258819,0, >50K
25,130793,0, <=50K
36,118909,0, <=50K
44,202466,0, <=50K
47,161558,0, <=50K
32,188246,0, <=50K
37,160120,0, <=50K
40,144594,2829, <=50K
34,123429,0, <=50K
35,340110,0, >50K
26,523067,0, <=50K
49,113513,0, <=50K
63,186809,0, >50K
46,320421,0, <=50K
31,295589,0, <=50K
22,370548,0, <=50K
20,120572,0, <=50K
52,110977,0, >50K
26,55860,0, <=50K
34,158800,0, >50K
31,131568,0, <=50K
46,173613,0, <=50K
22,216867,0, <=50K
38,104089,0, <=50K
35,208106,0, <=50K
27,340269,0, <=50K
27,236246,0, <=50K
46,213408,0, <=50K
40,84232,0, <=50K
19,302945,0, <=50K
69,28197,0, >50K
20,262749,0, <=50K
34,198265,0, <=50K
49,170871,0, >50K
27,177761,0, <=50K
59,175689,0, >50K
45,205100,15024, >50K
21,77759,0, <=50K
51,77905,0, <=50K
64,193575,0, <=50K
41,116520,0, >50K
18,85154,0, <=50K
49,180532,0, <=50K
51,508891,0, <=50K
20,211345,0, <=50K
69,170877,0, <=50K
18,97318,0, <=50K
43,184105,0, <=50K
50,150941,0, <=50K
32,303942,0, <=50K
27,273929,0, <=50K
38,197077,0, <=50K
62,162825,0, >50K
46,159869,0, <=50K
19,158343,0, <=50K
17,406920,0, <=50K
21,227986,0, <=50K
36,137527,0, <=50K
36,180150,0, <=50K
23,239539,0, <=50K
58,281792,0, >50K
40,224799,0, <=50K
64,292639,10566, <=50K
66,22313,0, <=50K
42,194636,0, <=50K
55,156089,0, <=50K
53,193720,0, >50K
25,218667,0, <=50K
39,358837,0, <=50K
20,174685,0, <=50K
32,168854,0, <=50K
28,133696,0, <=50K
23,350680,0, <=50K
18,115215,0, <=50K
43,152958,0, >50K
29,217200,0, <=50K
32,235124,0, <=50K
31,144949,0, <=50K
60,135470,0, <=50K
42,281209,0, <=50K
46,155489,0, >50K
38,290306,0, >50K
18,182042,0, <=50K
31,210008,0, <=50K
54,234938,4064, <=50K
46,315423,0, <=50K
27,30244,0, <=50K
50,30008,0, >50K
38,201328,0, <=50K
36,96468,0, <=50K
25,486332,0, <=50K
19,46162,0, <=50K
60,98350,0, <=50K
45,175958,0, <=50K
21,119309,0, <=50K
42,175935,0, <=50K
38,204527,0, <=50K
22,57827,0, <=50K
19,418176,0, <=50K
23,262744,0, <=50K
24,177287,0, <=50K
30,255004,0, <=50K
62,183735,0, <=50K
26,318644,0, <=50K
42,132125,0, >50K
33,206051,0, <=50K
54,99185,0, >50K
35,225750,0, <=50K
33,245777,0, <=50K
45,169092,0, <=50K
62,211035,0, >50K
24,285432,0, <=50K
50,154779,0, <=50K
54,37237,0, >50K
58,417419,0, <=50K
39,33975,0, <=50K
32,42485,0, <=50K
27,170017,0, <=50K
27,152683,3908, <=50K
20,41721,0, <=50K
64,66634,0, <=50K
55,257216,0, <=50K
46,167882,0, <=50K
45,179428,0, <=50K
26,57512,0, <=50K
36,301614,0, <=50K
25,193820,0, <=50K
58,222247,0, >50K
39,189092,0, <=50K
47,217509,0, <=50K
35,308691,0, <=50K
38,169672,0, <=50K
50,120914,0, <=50K
36,370156,0, <=50K
28,398220,0, <=50K
44,208277,0, <=50K
40,337456,0, <=50K
55,172666,0, >50K
29,32280,0, <=50K
33,194901,0, <=50K
19,57329,0, <=50K
32,173730,7688, >50K
45,153312,0, >50K
23,274797,0, <=50K
31,359249,0, <=50K
22,152744,0, <=50K
59,188041,0, <=50K
32,97723,0, <=50K
49,354529,0, <=50K
22,249727,0, <=50K
26,189590,0, <=50K
23,298871,0, <=50K
55,205296,0, <=50K
47,303637,0, >50K
44,242861,0, <=50K
27,37599,0, <=50K
40,199381,15024, >50K
32,56328,0, >50K
20,256211,0, <=50K
84,163685,0, <=50K
40,266084,0, <=50K
37,161111,0, <=50K
44,199031,0, <=50K
47,166634,0, <=50K
62,204085,0, <=50K
19,369527,0, <=50K
47,464945,0, <=50K
44,174684,0, <=50K
26,166295,0, <=50K
36,220511,0, <=50K
52,246936,0, <=50K
33,104509,0, <=50K
48,266337,0, <=50K
33,252168,0, <=50K
25,92093,0, <=50K
